restaurants open at 10 morning time,/->/s/#let s go{'time'= '10:00 am'|1|'10 morning time')}
which southern restaurants are available for a group of 20,/s/->/s/#find table{'people'= '20 people'|1|'a group of 20'; 'location restaurant or cuisine'= 'southern'|0|'southern')}
find me a restaurant for 9 on 9 aug 2019,/->/s/#let s go{'date'= '9 aug'|1|'9 aug 2019'; 'people'= '9 people'|1|'9')}
some more information on mccormick schmick s seafood bellevue,/s/->restaurant#restaurant{'restaurant'= 'mccormick schmick s seafood bellevue'|1|'mccormick schmick s seafood bellevue')}
find me lot no 3 restaurants for just for 11,/->/s/#let s go{'location restaurant or cuisine'= 'lot no 3'|0|'lot no 3'; 'people'= '11 people'|1|'just for 11')}
yes reserve this resturant for 17:30,restaurant->/book/details#time{'time'= '5:30 pm'|1|'17:30')}
show me more information for the bistro at hollywood schoolhouse,/s/->restaurant#restaurant{'restaurant'= 'the bistro at hollywood schoolhouse'|1|'the bistro at hollywood schoolhouse')}
which taylor shellfish oyster bar restaurants are available for 5 at 3:30 on december 5 2019,/->/s/#let s go{'location restaurant or cuisine'= 'taylor shellfish oyster bar bellevue'|0|'taylor shellfish oyster bar'; 'date'= '5 dec'|1|'december 5  2019'; 'time'= '3:30 am'|1|'3:30'; 'people'= '5 people'|1|'5')}
is 5:45 evening time still available,restaurant->/book/details#time{'time'= '5:45 pm'|1|'5:45 evening time')}
available heritage restaurant restaurants at 5 morning time,/->/s/#let s go{'location restaurant or cuisine'= 'heritage restaurant'|0|'heritage restaurant'; 'time'= '5:00 am'|1|'5 morning time')}
what's available for just for 10 at 12:30 in the morning on 11 oct 2019,/s/->/s/#find table{'date'= '11 oct'|1|'11 oct 2019'; 'time'= '12:30 am'|1|'12:30 in the morning'; 'people'= '10 people'|1|'just for 10')}
find me a restaurant for me and my friend on september 18 2019,/s/->/s/#find table{'date'= '18 sep'|1|'september 18  2019'; 'people'= '2 people'|1|'me and my friend')}
which kabab restaurants are available for about 6 people at 4:00 morning time on september 25 2019,/->/s/#let s go{'location restaurant or cuisine'= 'kabab'|0|'kabab'; 'date'= '25 sep'|1|'september 25  2019'; 'time'= '4:00 am'|1|'4:00 morning time'; 'people'= '6 people'|1|'about 6 people')}
spanish restaurants for 2,/s/->/s/#find table{'people'= '2 people'|1|'2'; 'location restaurant or cuisine'= 'spanish'|0|'spanish')}
reserve this one and give liviu lee as contact person,/book/details->/book/view#complete reservation{'first name'= 'liviu'|0|'liviu'; 'last name'= 'lee'|0|'lee')}
available bellevue restaurants at 2:00 am time,/s/->/s/#find table{'time'= '2:00 am'|1|'2:00 am time'; 'location restaurant or cuisine'= 'bellevue'|0|'bellevue')}
what's available for 13 persons,/->/s/#let s go{'people'= '13 people'|1|'13 persons')}||/s/->/s/#find table{'people'= '13 people'|1|'13 persons')}
find me burgers restaurants on july 1 2019,/s/->/s/#find table{'date'= '1 jul'|1|'july 1  2019'; 'location restaurant or cuisine'= 'burgers'|0|'burgers')}
can you reserve on 8 aug 2019 for just for 8,restaurant->restaurant#find table{'date'= '8 aug'|1|'8 aug 2019'; 'party size'= '8'|1|'just for 8')}
find me belgian restaurants on 4 sep 2019,/s/->/s/#find table{'date'= '4 sep'|1|'4 sep 2019'; 'location restaurant or cuisine'= 'belgian'|0|'belgian')}
how booked it is on 2 oct 2019,restaurant->restaurant#find table{'date'= '2 oct'|1|'2 oct 2019')}
what's available for the 6 of us at 3:00 pm time on september 12 2019,/->/s/#let s go{'date'= '12 sep'|1|'september 12  2019'; 'time'= '3:00 pm'|1|'3:00 pm time'; 'people'= '6 people'|1|'the 6 of us')}
available anthony s homeport kirkland restaurants for just for 7 on november 4 2019,/->/s/#let s go{'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland'; 'date'= '4 nov'|1|'november 4  2019'; 'people'= '7 people'|1|'just for 7')}
places where to eat in wyoming state,/->State#restaurants in the united states{'restaurants in the united states'= 'wyoming'|1|'wyoming state')}
some redmond places where I can go,/->/s/#let s go{'location restaurant or cuisine'= 'redmond'|0|'redmond')}||/s/->/s/#find table{'location restaurant or cuisine'= 'redmond'|0|'redmond')}
which paris restaurants are available on july 2 2019,/s/->/s/#find table{'date'= '2 jul'|1|'july 2  2019'; 'location restaurant or cuisine'= 'paris'|0|'paris')}
is it available on 12 sep 2019 at 7:00 am time,restaurant->restaurant#find table{'time'= '7:00 am'|1|'7:00 am time'; 'date'= '12 sep'|1|'12 sep 2019')}
display sitting at the bar restaurants,/s/->/s/#top rated{'top rated'= 'bar seating'|1|'sitting at the bar')}
some new york restaurants for october 23 2019,/s/->/s/#find table{'date'= '23 oct'|1|'october 23  2019'; 'location restaurant or cuisine'= 'new york'|0|'new york')}
I'm interested in mccormick schmick s seafood bellevue,/s/->restaurant#restaurant{'restaurant'= 'mccormick schmick s seafood bellevue'|1|'mccormick schmick s seafood bellevue')}
more info about the restaurant carmine s bellevue,/s/->restaurant#restaurant{'restaurant'= 'carmine s bellevue'|1|'carmine s bellevue')}
find me a restaurant for just for 8 on november 20 2019 at 11:30 in the morning,/s/->/s/#find table{'date'= '20 nov'|1|'november 20  2019'; 'time'= '11:30 am'|1|'11:30 in the morning'; 'people'= '8 people'|1|'just for 8')}
which rome restaurants are available for the 17 of us at 5 evening time on august 20 2019,/->/s/#let s go{'location restaurant or cuisine'= 'rome'|0|'rome'; 'date'= '20 aug'|1|'august 20  2019'; 'time'= '5:00 pm'|1|'5 evening time'; 'people'= '17 people'|1|'the 17 of us')}
find me rome restaurants for just for 9,/->/s/#let s go{'location restaurant or cuisine'= 'rome'|0|'rome'; 'people'= '9 people'|1|'just for 9')}
which italian restaurants are available on july 2 2019,/s/->/s/#find table{'date'= '2 jul'|1|'july 2  2019'; 'location restaurant or cuisine'= 'italian'|0|'italian')}
details on vista prime steaks seafood,/s/->restaurant#restaurant{'restaurant'= 'vista prime steaks seafood'|1|'vista prime steaks seafood')}
new york restaurants for 12,/->/s/#let s go{'location restaurant or cuisine'= 'new york'|0|'new york'; 'people'= '12 people'|1|'12')}
book me a pasta restaurant for a group of 12 friends on october 24 2019 at 11:30 am in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'pasta'|0|'pasta'; 'date'= '24 oct'|1|'october 24  2019'; 'time'= '11:30 am'|1|'11:30 am in the morning'; 'people'= '12 people'|1|'a group of 12 friends')}
show me the  breakfast and brunch food,restaurant->restaurant#menu type{'menu type'= 'breakfast menu'|1|'breakfast and brunch food')}
what's available at 7:00 morning time,/->/s/#let s go{'time'= '7:00 am'|1|'7:00 morning time')}||/s/->/s/#find table{'time'= '7:00 am'|1|'7:00 morning time')}
what's available at 3:30 am time,/->/s/#let s go{'time'= '3:30 am'|1|'3:30 am time')}
find me agave cocina cantina redmond restaurants on november 6 2019,/->/s/#let s go{'location restaurant or cuisine'= 'agave cocina cantina redmond'|0|'agave cocina cantina redmond'; 'date'= '6 nov'|1|'november 6  2019')}
available boston restaurants on september 16 2019,/->/s/#let s go{'location restaurant or cuisine'= 'boston'|0|'boston'; 'date'= '16 sep'|1|'september 16  2019')}
go ahead with the reservation under my name ida burger,/book/details->/book/view#complete reservation{'first name'= 'ida'|0|'ida'; 'last name'= 'burger'|0|'burger')}
which italian restaurants are available at 3 in the afternoon on 3 sep 2019,/s/->/s/#find table{'date'= '3 sep'|1|'3 sep 2019'; 'time'= '3:00 pm'|1|'3 in the afternoon'; 'location restaurant or cuisine'= 'italian'|0|'italian')}
available asian restaurants for 4 persons,/->/s/#let s go{'location restaurant or cuisine'= 'asian'|0|'asian'; 'people'= '4 people'|1|'4 persons')}
book maggiano's bellevue at 5:45 evening time,/s/->/book/details#time{'time'= '5:45 pm'|1|'5:45 evening time'; 'restaurant'= "maggiano's bellevue"|1|"maggiano's bellevue")}
what's available at 10:00 am time,/s/->/s/#find table{'time'= '10:00 am'|1|'10:00 am time')}
georgian restaurants for size of 14,/s/->/s/#find table{'people'= '14 people'|1|'size of 14'; 'location restaurant or cuisine'= 'georgian'|0|'georgian')}
available restaurants for 11 on july 2 2019 at 11 o'clock,/->/s/#let s go{'date'= '2 jul'|1|'july 2  2019'; 'time'= '11:00 pm'|1|"11 o'clock"; 'people'= '11 people'|1|'11')}
some portland restaurants on september 3 2019,/->/s/#let s go{'location restaurant or cuisine'= 'portland'|0|'portland'; 'date'= '3 sep'|1|'september 3  2019')}
is it available on august 5 2019 at 7 in the morning,restaurant->restaurant#find table{'time'= '7:00 am'|1|'7 in the morning'; 'date'= '5 aug'|1|'august 5  2019')}
find me a restaurant for 3,/->/s/#let s go{'people'= '3 people'|1|'3')}||/s/->/s/#find table{'people'= '3 people'|1|'3')}
some latin american restaurants for december 11 2019,/s/->/s/#find table{'date'= '11 dec'|1|'december 11  2019'; 'location restaurant or cuisine'= 'latin american'|0|'latin american')}
steakhouse restaurants,/s/->/s/#find table{'location restaurant or cuisine'= 'steakhouse'|0|'steakhouse')}
what's available for a group of 4 friends at 10:30 in the night on august 5 2019,/s/->/s/#find table{'date'= '5 aug'|1|'august 5  2019'; 'time'= '10:30 pm'|1|'10:30 in the night'; 'people'= '4 people'|1|'a group of 4 friends')}
what's available for the 10 of us on 13 nov 2019,/->/s/#let s go{'date'= '13 nov'|1|'13 nov 2019'; 'people'= '10 people'|1|'the 10 of us')}
which american restaurants are available for just for 19,/s/->/s/#find table{'people'= '19 people'|1|'just for 19'; 'location restaurant or cuisine'= 'american'|0|'american')}
some more information on china city,/s/->restaurant#restaurant{'restaurant'= 'china city'|1|'china city')}
places where to eat in wisconsin state,/->State#restaurants in the united states{'restaurants in the united states'= 'wisconsin'|1|'wisconsin state')}
find me pizzeria restaurants on september 12 2019,/s/->/s/#find table{'date'= '12 sep'|1|'september 12  2019'; 'location restaurant or cuisine'= 'pizzeria'|0|'pizzeria')}
which jj mahoney s irish pub restaurants are available at 1:00 am in the morning on 3 sep 2019,/->/s/#let s go{'location restaurant or cuisine'= 'jj mahoney s irish pub'|0|'jj mahoney s irish pub'; 'date'= '3 sep'|1|'3 sep 2019'; 'time'= '1:00 am'|1|'1:00 am in the morning')}
find me asian restaurants on november 21 2019,/s/->/s/#find table{'date'= '21 nov'|1|'november 21  2019'; 'location restaurant or cuisine'= 'asian'|0|'asian')}
find me gluten free restaurants on 18 sep 2019 at 9:30,/->/s/#let s go{'location restaurant or cuisine'= 'gluten free'|0|'gluten free'; 'date'= '18 sep'|1|'18 sep 2019'; 'time'= '9:30 am'|1|'9:30')}
grill restaurants nearby,/->/s/#top cuisines near you{'top cuisines near you'= 'best grill restaurants around you'|1|'grill restaurants nearby')}
find me a restaurant for 6 on august 5 2019,/->/s/#let s go{'date'= '5 aug'|1|'august 5  2019'; 'people'= '6 people'|1|'6')}
what's available for about 17 people at 4:30 in the morning on 20 dec 2019,/s/->/s/#find table{'date'= '20 dec'|1|'20 dec 2019'; 'time'= '4:30 am'|1|'4:30 in the morning'; 'people'= '17 people'|1|'about 17 people')}
find me a restaurant for 6 on december 13 2019,/s/->/s/#find table{'date'= '13 dec'|1|'december 13  2019'; 'people'= '6 people'|1|'6')}
which beachhouse bar grill restaurants are available at 4 in the afternoon on august 14 2019,/->/s/#let s go{'location restaurant or cuisine'= 'beachhouse bar grill'|0|'beachhouse bar grill'; 'date'= '14 aug'|1|'august 14  2019'; 'time'= '4:00 pm'|1|'4 in the afternoon')}
proceed with earls kitchen bar bellevue at 5:45 pm in the evening,/s/->/book/details#time{'time'= '5:45 pm'|1|'5:45 pm in the evening'; 'restaurant'= 'earls kitchen bar bellevue'|1|'earls kitchen bar bellevue')}
can they accomodate 20 guests on december 20 2019,restaurant->restaurant#find table{'date'= '20 dec'|1|'december 20  2019'; 'party size'= '20'|1|'20 guests')}
places where to eat in cancun,/->City#featured international areas{'featured international areas'= 'cancun mx'|1|'cancun')}
reserve daniel's broiler bellevue at 9:15 in the evening,/s/->/book/details#time{'time'= '9:15 pm'|1|'9:15 in the evening'; 'restaurant'= "daniel's broiler bellevue"|1|"daniel's broiler bellevue")}
book me this restaurant at 7:15 night time,restaurant->/book/details#time{'time'= '7:15 pm'|1|'7:15 night time')}
I want to know more about eques,/s/->restaurant#restaurant{'restaurant'= 'eques'|1|'eques')}
restaurants open at 12:30 pm time,/s/->/s/#find table{'time'= '12:30 pm'|1|'12:30 pm time')}
how is tokyo steak house,/s/->restaurant#restaurant{'restaurant'= 'tokyo steak house'|1|'tokyo steak house')}
available heritage restaurant restaurants on 6 sep 2019 at 8:00 morning time,/s/->/s/#find table{'date'= '6 sep'|1|'6 sep 2019'; 'time'= '8:00 am'|1|'8:00 morning time'; 'location restaurant or cuisine'= 'heritage restaurant'|0|'heritage restaurant')}
find me austin restaurants on 6 aug 2019 at 7:30 in the evening,/s/->/s/#find table{'date'= '6 aug'|1|'6 aug 2019'; 'time'= '7:30 pm'|1|'7:30 in the evening'; 'location restaurant or cuisine'= 'austin'|0|'austin')}
I want a table here for 6:15 pm time,restaurant->/book/details#time{'time'= '6:15 pm'|1|'6:15 pm time')}
what is avaialble in walla walla,State->City#city{'city'= 'walla walla'|1|'walla walla')}
is it available for 7:15 in the night,restaurant->/book/details#time{'time'= '7:15 pm'|1|'7:15 in the night')}
which mexican restaurants are available for 3 persons at 21:30 on december 9 2019,/->/s/#let s go{'location restaurant or cuisine'= 'mexican'|0|'mexican'; 'date'= '9 dec'|1|'december 9  2019'; 'time'= '9:30 pm'|1|'21:30'; 'people'= '3 people'|1|'3 persons')}
available milan restaurants at 2:30 afternoon time,/s/->/s/#find table{'time'= '2:30 pm'|1|'2:30 afternoon time'; 'location restaurant or cuisine'= 'milan'|0|'milan')}
tell me something about headwaters bar and grill,/s/->restaurant#restaurant{'restaurant'= 'headwaters bar and grill'|1|'headwaters bar and grill')}
book me a caribbean restaurant for the 6 of us on december 3 2019 at 5 in the morning,/s/->/s/#find table{'date'= '3 dec'|1|'december 3  2019'; 'time'= '5:00 am'|1|'5 in the morning'; 'people'= '6 people'|1|'the 6 of us'; 'location restaurant or cuisine'= 'caribbean'|0|'caribbean')}
some fuji steak house restaurants for december 2 2019,/s/->/s/#find table{'date'= '2 dec'|1|'december 2  2019'; 'location restaurant or cuisine'= 'fuji steak house'|0|'fuji steak house')}
some blu sardinia restaurants on 15 oct 2019,/->/s/#let s go{'location restaurant or cuisine'= 'blu sardinia'|0|'blu sardinia'; 'date'= '15 oct'|1|'15 oct 2019')}
available hawaiian restaurants on october 15 2019 at 18:30,/s/->/s/#find table{'date'= '15 oct'|1|'october 15  2019'; 'time'= '6:30 pm'|1|'18:30'; 'location restaurant or cuisine'= 'hawaiian'|0|'hawaiian')}
find me anthony s homeport kirkland restaurants on july 12 2019,/->/s/#let s go{'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland'; 'date'= '12 jul'|1|'july 12  2019')}
american restaurants for group of 14,/s/->/s/#find table{'people'= '14 people'|1|'group of 14'; 'location restaurant or cuisine'= 'american'|0|'american')}
which maggiano restaurants are available on 12 jul 2019,/s/->/s/#find table{'date'= '12 jul'|1|'12 jul 2019'; 'location restaurant or cuisine'= 'maggiano'|0|'maggiano')}
find me a restaurant for 20:00,/->/s/#let s go{'time'= '8:00 pm'|1|'20:00')}
restaurant for just for 7,/->/s/#let s go{'people'= '7 people'|1|'just for 7')}||/s/->/s/#find table{'people'= '7 people'|1|'just for 7')}
go to revolve true food wine bar,/s/->restaurant#restaurant{'restaurant'= 'revolve true food wine bar'|1|'revolve true food wine bar')}
how is the breakfast and brunch food,restaurant->restaurant#menu type{'menu type'= 'breakfast menu'|1|'breakfast and brunch food')}
can you show me the menu photos and reviews of bake s place,/s/->restaurant#restaurant{'restaurant'= 'bake s place'|1|'bake s place')}
what about a table here at 22:30 for a group of 6 friends,restaurant->restaurant#find table{'time'= '10:30 pm'|1|'22:30'; 'party size'= '6'|1|'a group of 6 friends')}
do have availability for a party of 20 people,restaurant->restaurant#find table{'party size'= '20'|1|'a party of 20 people')}
can I view more details on purple cafe and wine bar bellevue,/s/->restaurant#restaurant{'restaurant'= 'purple cafe and wine bar bellevue'|1|'purple cafe and wine bar bellevue')}
show me the mains with vegetegables for this restaurant,restaurant->restaurant#menu type{'menu type'= 'vegetarian menu'|1|'mains with vegetegables')}
