keep only ahnu,/search->/search#filter by brand{'filter by brand'= 'ahnu'|1|'ahnu')}
fill in the checkout details as follows: city is boston street address is 4260 132nd ave ne and my full name is james smith,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'boston'|0|'boston'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'smith'|0|'smith'; 'first name'= 'james'|0|'james')}
my full address is 2331 n ashland ave los angeles maine 43677 us and my name is john brown,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'maine'|1|'maine'; 'country'= 'united states'|1|'us'; 'city'= 'los angeles'|0|'los angeles'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'brown'|0|'brown'; 'first name'= 'john'|0|'john')}
in the camp & hike department open casual jackets,/->/search#select sub category{'select category'= 'camp & hike'|1|'camp & hike'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
the gender should be less than 5 years old only,/search->/search#filter by gender{'filter by gender'= "infant boys'"|1|'less than 5 years old')}
find formal shoes,/->/search#search{'search for great gear clothing'= 'formal shoes'|0|'formal shoes')}
display quiksilver waterman products,/search->/search#filter by brand{'filter by brand'= 'quiksilver waterman'|1|'quiksilver waterman')}
Submit order with credit card number 4.56746e15 security code 123 expiration year 2030 and expiration month jul,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '7-jul'|1|'jul'; 'expiration year'= '2030'|1|'2030')}
the only brand I want is inov8,/search->/search#filter by brand{'filter by brand'= 'inov8'|1|'inov8')}
my full address is 2134 e ontario st. london indiana 43677 italy and my name is robert brown,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'indiana'|1|'indiana'; 'country'= 'italy'|1|'italy'; 'city'= 'london'|0|'london'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'brown'|0|'brown'; 'first name'= 'robert'|0|'robert')}
my details are  98005 as zip code north carolina as state united states as country redmond as city 3123 s taylor st. as address brown as surname and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'north carolina'|1|'north carolina'; 'country'= 'united states'|1|'united states'; 'city'= 'redmond'|0|'redmond'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'brown'|0|'brown'; 'first name'= 'richard'|0|'richard')}
what do they have in the twelve size,/search->/search#filter by size{'filter by size'= '12'|1|'twelve')}
I'm looking for something that can be used for casual,/search->/search#filter by best use{'filter by best use'= 'casual'|1|'casual')}
go to ladis and pick casual jackets,/->/search#select sub category{'select category'= 'women'|1|'ladis'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
what's available in formal shoes,/->/search#search{'search for great gear clothing'= 'formal shoes'|0|'formal shoes')}
update quantity of saola semnoz iii shoes women's to 10,/ShoppingCart->/ShoppingCart#change quantity{'select product'= "saola semnoz iii shoes women's"|1|"saola semnoz iii shoes women's"; 'change quantity'= '10'|1|'10')}
show me the 10% off specials,/->/search#select offer{'select offer'= 'up to 10% off'|1|'10% off')}
restrict the results to adidas,/search->/search#filter by brand{'filter by brand'= 'adidas'|1|'adidas')}
fill in the checkout details as follows: city is chicago street address is 2331 n ashland ave and my full name is robert ponting,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'chicago'|0|'chicago'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'robert'|0|'robert')}
the number of items for goodr og sunglasses is wrong change it to 2,/ShoppingCart->/ShoppingCart#change quantity{'select product'= 'goodr og sunglasses'|1|'goodr og sunglasses'; 'change quantity'= '2'|1|'2')}
add it in size moderate,/product/->Added to cart confirmation#add to cart{'select size'= 'm'|1|'moderate')}
fill in the checkout details as follows: city is redmond street address is 2331 n ashland ave and my full name is michael ponting,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'redmond'|0|'redmond'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'michael'|0|'michael')}
in ladis click on casual jackets,/->/search#select sub category{'select category'= 'women'|1|'ladis'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
in additional click on down & insulated,/->/search#select sub category{'select category'= 'more'|1|'additional'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
which are toad&co,/search->/search#filter by brand{'filter by brand'= 'toad&co'|1|'toad&co')}
browse fleece & soft shell in the gifts category,/->/search#select sub category{'select category'= 'gifts'|1|'gifts'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
browse rain jackets in the hiking category,/->/search#select sub category{'select category'= 'camp & hike'|1|'hiking'; 'select sub category'= 'rain jackets'|1|'rain jackets')}
display rei co op products,/search->/search#filter by brand{'filter by brand'= 'rei co op'|1|'rei co op')}||/search->/search#filter by best use{'filter by best use'= 'rei co op'|1|'rei co op')}
order the option in green and size small,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'select size'= 's'|1|'small')}
the number of insulated torrentshell jacket men's should be 1,/ShoppingCart->/ShoppingCart#change quantity{'select product'= "insulated torrentshell jacket men's"|1|"insulated torrentshell jacket men's"; 'change quantity'= '1'|1|'1')}
enter 60612 as zip code rhode island as state india as country redmond as city 3245 w roosevelt road as street address smith as last name and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '60612'|0|'60612'; 'state'= 'rhode island'|1|'rhode island'; 'country'= 'india'|1|'india'; 'city'= 'redmond'|0|'redmond'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'smith'|0|'smith'; 'first name'= 'john'|0|'john')}
Submit order with credit card number 4.56746e15 security code 123 expiration year 2022 and expiration month december,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '12-dec'|1|'december'; 'expiration year'= '2022'|1|'2022')}
enter 23678 as zip code delaware as state us as country sf as city 2331 n ashland ave as street address williams as last name and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'delaware'|1|'delaware'; 'country'= 'united states'|1|'us'; 'city'= 'san fransisco'|0|'sf'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'williams'|0|'williams'; 'first name'= 'richard'|0|'richard')}
go to paddle and then click running jackets,/->/search#select sub category{'select category'= 'paddle'|1|'paddle'; 'select sub category'= 'running jackets'|1|'running jackets')}
please delete columbia silver ridge lite shirt women's,/ShoppingCart->/ShoppingCart#edit shopping cart items{'select product'= "columbia silver ridge lite shirt women's"|1|"columbia silver ridge lite shirt women's"; 'edit shopping cart items'= 'remove'|1|'delete')}
I'd like something that is good for polyester / polyester blend brand,/search->/search#filter by best use{'filter by best use'= 'polyester / polyester blend'|1|'polyester / polyester blend')}
big size results only,/search->/search#filter by size{'filter by size'= 'large'|1|'big')}
display cordillera products,/search->/search#filter by brand{'filter by brand'= 'cordillera'|1|'cordillera')}||/search->/search#filter by best use{'filter by best use'= 'cordillera'|1|'cordillera')}
the only brand I want is columbia,/search->/search#filter by brand{'filter by brand'= 'columbia'|1|'columbia')}
can you show me technical specifications of insulated torrentshell jacket men's,/search->/product/#select product{'select product'= "insulated torrentshell jacket men's"|1|"insulated torrentshell jacket men's")}
to pay you can use my card with the following details: number is 1.12346e16 and security code is 123 and it expires on october of 2023,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16'; 'security code'= '123'|0|'123'; 'expiration month'= '10-oct'|1|'october'; 'expiration year'= '2023'|1|'2023')}
my full address is 1033 s oakley blvd. chicago nevada 43677 france and my name is michael miller,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'nevada'|1|'nevada'; 'country'= 'france'|1|'france'; 'city'= 'chicago'|0|'chicago'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'miller'|0|'miller'; 'first name'= 'michael'|0|'michael')}
show me only the asolo ones,/search->/search#filter by brand{'filter by brand'= 'asolo'|1|'asolo')}
go to kids and then click down & insulated,/->/search#select sub category{'select category'= 'kids'|1|'kids'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
ski & snowboard for kids,/->/search#select sub category{'select category'= 'kids'|1|'kids'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
to pay you can use my card with the following details: number is 4.56746e15 and security code is 123 and it expires on 01 of 2024,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '1-jan'|1|'01'; 'expiration year'= '2024'|1|'2024')}
add 3 in color red and size extra large to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'red'|1|'red'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '3'|1|'3')}
I need an 7,/search->/search#filter by size{'filter by size'= '7'|1|'7')}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on july of 2019,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '7-jul'|1|'july'; 'expiration year'= '2019'|1|'2019')}
my details are  70745 as zip code indiana as state australia as country boston as city 4260 132nd ave ne as address miller as surname and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'indiana'|1|'indiana'; 'country'= 'australia'|1|'australia'; 'city'= 'boston'|0|'boston'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'miller'|0|'miller'; 'first name'= 'john'|0|'john')}
in mountaineering click on rain jackets,/->/search#select sub category{'select category'= 'climb'|1|'mountaineering'; 'select sub category'= 'rain jackets'|1|'rain jackets')}
add it in color green and size small,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'select size'= 's'|1|'small')}
order the option in yellow and size small just nine pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'yellow'|1|'yellow'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 's'|1|'small'; 'change quantity'= '9'|1|'nine')}
change the quantify to 10,/ShoppingCart->/ShoppingCart#change quantity{'change quantity'= '10'|1|'10')}
my full address is 2134 e ontario st. san fransisco kansas 70745 australia and my name is michael johnson,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'kansas'|1|'kansas'; 'country'= 'australia'|1|'australia'; 'city'= 'san fransisco'|0|'san fransisco'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'michael'|0|'michael')}
change the quantify of the item goodr og sunglasses to 1,/ShoppingCart->/ShoppingCart#change quantity{'select product'= 'goodr og sunglasses'|1|'goodr og sunglasses'; 'change quantity'= '1'|1|'1')}
my details are  23678 as zip code ohio as state finland as country london as city 4260 132nd ave ne as address williams as surname and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'ohio'|1|'ohio'; 'country'= 'finland'|1|'finland'; 'city'= 'london'|0|'london'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'williams'|0|'williams'; 'first name'= 'john'|0|'john')}
